COLUMNS;id;bcpg:hierarchy1;bcpg:hierarchy2;cm:name;bcpg:legalName;Energie kJ, étiquetage;Energie kcal, étiquetage;Energie kJ;Energie kcal;Eau;Protéines;Protéines brutes (N x 6.25);Glucides;Lipides;Sucres;Amidon;Fibres alimentaires;Polyols totaux;Résidu à sec;Alcool (éthanol);Acides organiques;AG saturés;AG monoinsaturés;AG polyinsaturés;AG 4:0, butyrique;AG 6:0, caproïque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stéarique;AG 18:1 9c (n-9), oléique;AG 18:2 9c,12c (n-6), linoléique;AG 18:3 c9,c12,c15 (n-3), alpha-linolénique;AG 20:4 5c,8c,11c,14c (n-6), arachidonique;AG 20:5 5c,8c,11c,14c,17c (n-3), EPA;AG 22:6 4c,7c,10c,13c,16c,19c (n-3), DHA;Cholestérol;Sel;Calcium;Chlorure;Cuivre;Fer;Iode;Magnésium;Manganèse;Phosphore;Potassium;Sélénium;Sodium;Zinc;Rétinol;Bêtacarotène;Vitamine D;Activité vitaminique E (en équivalents alpha-tocophérol);Vitamine K1;Vitamine K2;Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B9 ou Folates totaux;Vitamine B12 ou Cobalamines
VALUES;26075;CIQUAL;Poissons et batraciens crus;Bar ou loup de l'Atlantique, cru;Bar ou loup de l'Atlantique, cru;374;88,8;374;88,8;79;16,5;16,5;;2,52;0;;0;0;1,13;0;0;0,43;0,82;0,94;;;;;;0,051;0,29;0,086;0,47;0,036;0,015;0,11;0,38;0,29;52;0,25;20,3;;0,029;0,7;60;27,5;0,015;190;291;57,5;98,3;0,78;65,5;;1,3;2,4;0;;0;0,18;0,063;2,32;0,57;0,38;3;2,12
VALUES;26076;CIQUAL;Poissons et batraciens crus;Thon germon ou thon blanc, cru;Thon germon ou thon blanc, cru;512;121;512;121;69,5;27,2;27,2;;1,34;0;;0;0;1,65;0;0;0,26;0,22;0,25;;;;;;0,017;0,14;0,059;0,11;0,0045;0,0034;0,061;0,039;0,15;35,2;0,32;3,43;195;0,1;0,95;14,1;37,7;0,1;242;355;171;75,7;0,37;3,09;;2,33;0,44;;;;0,067;0,047;19,3;0,15;0,95;15,3;2,79
VALUES;26079;CIQUAL;Poissons et batraciens crus;Anchois commun, cru;Anchois commun, cru;525;125;525;125;73,2;20,4;20,4;;4,84;0;0;0;0;1,44;0;0;1,11;0,84;1,22;0;0;0;0;0,013;0,21;0,64;0,24;0,28;0,056;0,039;0,043;0,36;0,72;47,5;0,26;147;;0,13;3,25;30;41;0,07;174;383;22,5;104;1,17;15;0;11;0,57;0,1;;0;0,055;0,26;14;0,65;0,14;9;0,62
VALUES;26080;CIQUAL;Poissons et batraciens crus;Dorade royale, ou daurade ou vraie daurade, crue, sauvage;Dorade royale, ou daurade ou vraie daurade, crue, sauvage;342;80,9;342;80,9;79,1;17,9;17,9;;1,03;0;0;0;0;1,22;0;0;0,25;0,21;0,13;;;;;0,002;0,033;0,16;0,046;0,08;0,0053;0,0059;0,016;0,024;0,077;60;0,19;38;;0,022;0,4;40;21;0,04;190;270;20;75;0,52;6;0;0,5;0,85;0;;0;0,18;0,14;1,5;;0,24;7;
VALUES;26082;CIQUAL;Poissons et batraciens crus;Espadon, cru;Espadon, cru;731;175;731;175;;19,7;19,7;;10,7;0;0;0;0;1,44;0;0;;2,06;1;;;;;;0,19;0,94;0,33;2,06;0,011;0,016;0,018;0,37;0,59;66;0,2;5;130;0,039;0,38;40;29;0,011;255;418;28,3;81;0,66;36;0;13,9;0,5;0,1;;0;0,075;0,053;7,76;0,35;0,54;2;1,7
VALUES;26083;CIQUAL;Poissons et batraciens crus;Éperlan, cru;Éperlan, cru;363;85,8;363;85,8;78,8;17,6;17,6;;1,7;0;0;0;0;0,91;0;0;0,27;0,38;0,53;;;;;;;;;;;;;0,18;0,35;71;0,39;;;;;67;24;;245;357;;156;;;0;;;;;0;;0,12;1,45;0,64;;37;3,44
VALUES;26084;CIQUAL;Poissons et batraciens crus;Cardine franche, crue;Cardine franche, crue;395;93,4;395;93,4;;19,9;19,9;;1,53;0;;0;0;;0;0;0,43;0,25;;;;;;;0,058;0,32;0,053;;0,014;0,009;0,015;;0,35;43;;;;;;17;;;;;;;;;;;;;;;;;;;;;
VALUES;26085;CIQUAL;Poissons et batraciens crus;Rouget-barbet de roche, cru;Rouget-barbet de roche, cru;660;158;660;158;70,6;18,4;18,4;;9,37;0;0;0;0;1,18;0;0;2,72;3,54;2,52;;;;;0,02;0,27;1,75;0,43;1,76;0,044;0,024;;0,99;0,63;56,8;0,17;22,8;140;0,08;0,49;11,5;30,7;0,1;218;343;36,2;66,3;0,37;8,4;0;1,12;0,51;;;;0,06;0,065;4,46;0,34;0,37;11;4,52
VALUES;26088;CIQUAL;Poissons et batraciens crus;Dorade royale ou daurade ou vraie daurade, crue, élevage;Dorade royale ou daurade ou vraie daurade, crue, élevage;543;129;543;129;72,5;20,9;20,9;;5,1;0;0;0;0;1,4;0;0;1,19;1,49;1,73;;;;;0,0024;0,2;0,75;0,18;0,83;0,32;0,037;0,01;0,31;0,56;66,3;0,13;2,34;;0,1;0,39;5;30,7;0,1;248;458;3,7;51,5;0,41;4,9;0,008;3,11;0,95;;;0;0,077;0,065;7,4;0,28;0,43;5;3,16
VALUES;26091;CIQUAL;Poissons et batraciens crus;Mulet, cru;Mulet, cru;481;114;481;114;75,5;20,1;20,1;;3,79;0;0;0;0;1,06;0;0;0,89;0,8;0,49;0;0;0;0;0,003;0,16;0,5;0,1;;;;;0,22;0,11;59;0,18;13,6;130;0,1;0,7;14;26,7;0,1;171;305;168;70,4;0,58;2;0;2,12;0,64;0,1;;1,2;0,16;0,24;6,31;0,76;0,37;9;5,56
VALUES;26092;CIQUAL;Poissons et batraciens crus;Truite de mer, crue;Truite de mer, crue;462;110;462;110;75,2;20;20;;3,3;0;0;0;0;1,5;0;0;0,62;1,06;1,3;;;;;0;0,11;0,45;0,057;;0,11;0;;;;66;0,13;20;0;0,04;0,7;20;30;0,04;290;414;18,7;53;0,44;12;;2,1;0,65;0;;1,1;0,1;0,14;3,5;1,95;0,54;16;5
VALUES;26095;CIQUAL;Poissons et batraciens crus;Merlan, cru;Merlan, cru;337;79,5;337;79,5;79,3;18,9;18,9;;0,44;0;0,1;0;0;1,15;0;0;0,083;0,063;0,17;0;0;0;0;0,00039;0,0012;0,059;0,02;0,032;0,002;0,00094;;0,043;0,13;46,9;0,16;18;109;0,1;0,31;94,9;31,7;0,1;196;417;35,3;63,6;0,39;3;0;4,11;0,27;0,1;;0;0,025;0,024;2,26;0,12;0,18;13;1,33
VALUES;26098;CIQUAL;Poissons et batraciens crus;Morue, salée, sèche;Morue, salée, sèche;804;190;804;190;36,7;44,2;44,2;;1,44;0;0;0;0;18,4;0;0;0,26;0,34;0,45;0;0;0;0;0;0,025;0,15;0,084;0;0;;;0,032;0,24;117;14,3;115;;0,098;1,5;230;72,5;0,05;625;1460;;5720;0,99;42;0;4;1,67;0,4;;0;0,17;0,17;4,75;1,01;0,53;25;5,43
VALUES;26099;CIQUAL;Poissons et batraciens crus;Dorade grise, ou daurade grise, ou griset, crue;Dorade grise, ou daurade grise, ou griset, crue;547;130;547;130;72,9;20,5;20,5;;5,27;0;;1;0;1,33;0;0;1,41;1,78;1,37;;;;;0,005;0,14;0,93;0,23;0,83;0,038;0,02;;0,47;0,39;68,8;0,15;100;;0,1;0,39;30,9;31,2;0,1;250;400;20,2;60,6;0,8;1,5;0;0,57;0,69;;;;0,025;0,062;4,83;0,28;0,36;;2,65
VALUES;26100;CIQUAL;Poissons et batraciens crus;Bogue, crue;Bogue, crue;380;90;380;90;78,5;17,9;17,9;;2,03;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;38;0,28;52,5;120;0,034;2,3;60;22,5;0,12;230;309;;110;0,57;0;;0;0;;;0;0,08;0,1;5,4;0,21;0,46;;2
VALUES;26101;CIQUAL;Poissons et batraciens crus;Bonite, crue;Bonite, crue;471;111;471;111;70;26,2;26,2;;0,7;0;;0;0;1,04;0;0;0,014;0,5;0,12;;;;;;0,0021;0,0086;0,0028;0,5;0,031;0,022;;0,054;0,011;;1,35;16;;0,084;2,08;;10;0,1;;35;;540;0,47;;;;;;;;;;;;;;
VALUES;26102;CIQUAL;Poissons et batraciens crus;Maquereau espagnol ou maquereau blanc ou billard, cru;Maquereau espagnol ou maquereau blanc ou billard, cru;561;134;561;134;71,7;19,3;19,3;;6,3;0;;0;0;1,27;0;0;1,83;1,53;1,74;0;0;0;0;0;0,17;1,24;0,42;;;0;;0,33;1,01;76;0,15;11;;0,055;0,44;;33;0,014;205;446;;59;0,49;39;0;7,3;0,69;0,1;;1,6;0,13;0,17;2,3;0,75;0,4;1;2,4
VALUES;26103;CIQUAL;Poissons et batraciens crus;Denté, cru;Denté, cru;418;99,3;418;99,3;78,1;17;17;;3,5;0;0;0;0;0,8;0;0;0,45;0,68;1,98;;;;;;;;;;;;;;;70;0,19;34;;0,015;1;;;;226;350;;77;0,32;48;0;;0,4;;;0;0,08;0,13;2,7;;0,19;5;
VALUES;26104;CIQUAL;Poissons et batraciens crus;Saint-Pierre, cru;Saint-Pierre, cru;360;84,8;360;84,8;77,8;19,9;19,9;;0,59;0;;0;0;1,11;0;0;0,12;0,082;0,21;;;;;0;0;0,082;0,041;;;;;0,02;0,17;51;0,17;31,5;70;0,27;3,6;20;22,5;0,1;180;307;;60;0,95;0;;0;0;;;0;0;0;0;0;0,95;;0
VALUES;26106;CIQUAL;Poissons et batraciens crus;Grondin, cru;Grondin, cru;397;94;397;94;75;19;19;;2;0;;0;0;0,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;26107;CIQUAL;Poissons et batraciens crus;Corb, cru;Corb, cru;370;87,2;370;87,2;78;20;20;;0,8;0;;0;0;2;0;0;;;;;;;;;;;;;;;;;;;;74;;0,8;;;61;0,3;;527;;;2,1;;;;;;;;;;;;;;
VALUES;26108;CIQUAL;Poissons et batraciens crus;Capelan, cru;Capelan, cru;380;90;380;90;78,6;18,7;18,7;;1,71;0;;0;0;1,36;0;0;;;;;;;;;;;;;;;;;;;0,27;;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;26109;CIQUAL;Poissons et batraciens crus;Dorade rose, ou daurade rose, crue;Dorade rose, ou daurade rose, crue;431;102;431;102;;21;21;;2;0;;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;34;;0,4;4,3;;22;0,1;;690;;;1,6;;;;;;;;;;;;;;
VALUES;26111;CIQUAL;Poissons et batraciens crus;Saupe, crue;Saupe, crue;399;94,5;399;94,5;78;18;18;;2,5;0;;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;28;;0,6;4,3;;27;0,1;;540;;;3,3;;;;;;;;;;;;;;
VALUES;26113;CIQUAL;Poissons et batraciens crus;Chinchard, cru;Chinchard, cru;487;116;487;116;78;19;19;;4,42;0;;0;0;;0;0;2,31;1,65;;;;;;;0,073;0,47;0,15;0,3;0,027;0,023;0,031;;0,43;47;;92;;0,07;;;69;0,2;;986;26;;0,48;;;;;;;;;;;;;;
VALUES;26122;CIQUAL;Poissons et batraciens crus;Églefin, cru;Églefin, cru;307;72,3;307;72,3;80,4;17,3;17,3;;0,35;0;;0;0;0,94;0;0;0,098;0,065;0,18;0;0;0;0;0,001;0,0028;0,071;0,019;0,029;0,0034;0,001;;0,049;0,092;42,3;0,16;9,23;86;0,1;0,28;126;26,4;0,1;144;292;36;65,9;0,32;2;0;0,5;0,45;0,1;;0;0,04;0,04;2,64;0,11;0,32;12,5;1,07
VALUES;26127;CIQUAL;Poissons et batraciens crus;Congre, cru;Congre, cru;481;115;481;115;73,2;18,3;18,3;;4,6;0;0;0;0;0,73;0;0;;;;;;;;;;;;;;;;;;78;0,13;71;100;0,2;1,3;30;20;0,01;270;240;;50;0,9;0;;0;0;;;;0,06;0,04;4,3;0,24;0;0;3
VALUES;26128;CIQUAL;Poissons et batraciens crus;Grenadier (de roche), cru;Grenadier (de roche), cru;292;68,9;292;68,9;82,7;15,4;15,4;;0,81;0;;0;0;0,95;0;0;0,11;0,31;0,32;;;;;;0,015;0,077;0,017;0,073;0,007;0,002;;0,039;0,13;37,1;0,24;1,64;;0,1;0,12;13,4;22,1;0,1;103;281;356;94;0,22;5,1;;0,52;1,36;;;;0,04;0,04;1,29;0,077;0,12;;0,33
VALUES;26129;CIQUAL;Poissons et batraciens crus;Lieu jaune ou colin, cru;Lieu jaune ou colin, cru;326;76,7;326;76,7;80,5;18,1;18,1;;0,49;0;;0;0;1,27;0;0;0,039;0,043;0,072;0;0;0;0;0;0,002;0,031;0,006;0,014;0,002;0;;0,02;0,042;65,5;0,31;16;0;0,041;0,49;80;34;0,011;190;331;35;159;0,4;3;;0;0,78;0;;0;0,1;0,1;2;0,14;0;3;3
VALUES;26130;CIQUAL;Poissons et batraciens crus;Julienne ou Lingue, crue;Julienne ou Lingue, crue;342;80,6;342;80,6;79,5;19,3;19,3;;0,4;0;0;0;0;1,3;0;0;0,11;0,08;0,2;;;;;;0,0025;0,071;;0,032;;0;;0,051;0,077;38;0,28;29,3;0;0,11;0,67;43,5;63;0,03;198;379;42,4;135;0,78;21;;0;0,3;0;;0;0,077;0,14;1,93;0,32;0,3;7;0,56
VALUES;26132;CIQUAL;Poissons et batraciens crus;Grand sébaste, ou dorade sébaste, ou daurade sébaste, cru;Grand sébaste, ou dorade sébaste, ou daurade sébaste, cru;340;80,4;340;80,4;81,1;17,3;17,3;;1,22;0;0;0;0;1,1;0;0;0,22;0,41;0,25;0;0;0;0;0,002;0,049;0,13;0,035;0,16;0,019;0,011;0,008;0,056;0,12;50;0,5;25,5;0;0,021;0,5;28,5;23;0,011;212;255;40,5;200;0,29;12;0;1,2;0,83;0,1;;0;0,045;0,049;1,1;0,27;0,073;9;1,5
VALUES;26133;CIQUAL;Poissons et batraciens crus;Tacaud, cru;Tacaud, cru;346;81,6;346;81,6;78,9;19,7;19,7;;0,33;0;;0;0;1,13;0;0;0,098;0,03;0,1;;;;;;0,002;0,068;0,021;0,022;0,00082;0,00068;;0,029;0,072;46,4;0,2;26,7;;0,1;0,21;214;26,5;0,1;148;306;35,4;81,5;0,34;2;;0,32;0,34;0;;0;0,062;0,082;1,49;0,17;0,13;;1,47
VALUES;26134;CIQUAL;Poissons et batraciens crus;Lieu noir, cru;Lieu noir, cru;355;83,6;355;83,6;79,4;19,4;19,4;;0,66;0;;0;0;1,1;0;0;0,16;0,12;0,15;;;;;0;0,0071;0,11;0,036;0,083;0,006;0,0012;;0,013;0,13;62;0,2;14,7;;0,1;1,3;143;30,7;0,1;221;380;30,2;78,6;0,57;2,8;;1,77;0,36;0;;0;0,13;0,15;2,26;0,4;0,25;10;4
VALUES;26135;CIQUAL;Poissons et batraciens crus;Limande-sole, crue;Limande-sole, crue;341;80,6;341;80,6;80;17;17;;1,4;0;;0;0;1,3;0;0;0,2;0,28;0,46;;;;;;0,026;0,12;0,032;0,13;0,005;0,005;0,062;0,25;0,11;43;0,24;17;;0,1;0,5;94;17;;200;230;75,3;95;0,45;0;;0;0;0;;0;0,09;0,08;3,5;0,3;0,3;11;1
VALUES;26141;CIQUAL;Poissons et batraciens crus;Foie de morue, cru;Foie de morue, cru;2550;619;2550;619;26,8;5;5;;66,6;0;;0;0;1,73;0;0;14;31;17;;;;;;2,98;8,66;1,79;15,1;1,12;0,79;0,66;6,41;4,76;;1,47;10;;0,66;4;500;8;;100;130;63,5;589;1,94;5100;;100;20;;;4;0,1;0,65;2,5;0,64;0,15;300;10
VALUES;26146;CIQUAL;Poissons et batraciens crus;Vivaneau, cru;Vivaneau, cru;398;94,1;398;94,1;78;20,5;20,5;;1,34;0;;0;0;1,31;0;0;0,29;0,25;0,46;0;0;0;0;0;0,036;0,16;0,081;;;;;0,051;0,26;37;0,16;32;;0,028;0,69;;32;0,013;198;417;;64;0,36;32;0;10,2;0,96;0,1;;1,6;0,046;0,003;0,28;0,75;0,4;5;3
VALUES;26150;CIQUAL;Poissons et batraciens crus;Lavaret, cru;Lavaret, cru;475;113;475;113;75;19,1;19,1;;4,08;0;;0;0;1,12;0;0;0,51;1,13;1,22;0;0;0;0;0;0,062;0,34;0,11;;;;;0,31;0,91;54,5;0,13;26;;0,072;0,37;;33;0,067;270;317;;51;0,99;36;0;12;0,2;0,1;;0;0,14;0,12;3;0,75;0,3;15;1
VALUES;26153;CIQUAL;Poissons et batraciens crus;Sabre, cru;Sabre, cru;524;125;524;125;74,8;18;18;;5,9;0;;0;0;1,2;0;0;0,94;1,36;1,83;;;;;;;;;;;;;;;;0,28;12;;;0,6;;;;150;270;;110;;15;;;;;;0;0,14;0,13;3;;;;
VALUES;26154;CIQUAL;Poissons et batraciens crus;Flétan du Groënland ou flétan noir ou flétan commun, cru;Flétan du Groënland ou flétan noir ou flétan commun, cru;723;174;723;174;70,2;13,3;13,3;;13,4;0;;0;0;1,05;0;0;2,66;8,23;2,19;0;0;0;0;0,0074;0,74;1,62;0,29;2,58;0,21;0,16;0;0,8;0,68;42,3;0,43;17,7;;0,03;0,4;17,3;24;0,012;161;287;30,5;202;0,4;32;0;21,2;0,79;0,1;;1;0,06;0,08;1,5;0,25;0,43;6,5;1
VALUES;26157;CIQUAL;Poissons et batraciens crus;Carangue, cru;Carangue, cru;438;104;438;104;;19,9;19,9;;2,7;0;;0;0;0,91;0;0;;;;;;;;;;;;;;;;;;;0,22;47;;0,027;0,7;;30;;193;415;;89;0,42;;;;;;;0;0,19;0,1;5,6;;0,65;2,9;9,1
VALUES;26159;CIQUAL;Poissons et batraciens crus;Coulirou, cru;Coulirou, cru;301;70,9;301;70,9;;17,5;17,5;;0,1;0;;0;0;0,96;0;0;;;;;;;;;;;;;;;;;;;0,15;50;;;0,4;;30;;115;614;;61;;;;;;;;0;0,03;0,08;3,2;;;;
VALUES;26161;CIQUAL;Poissons et batraciens crus;Saumon, cru, sauvage;Saumon, cru, sauvage;660;158;660;158;68;21;21;;8,22;0;;0;0;1,97;0;0;1,92;2,87;2,43;0;0;0;0;0;0,25;0,97;0,27;1,52;;;;0,32;1,12;53;0,12;13,5;83;0,16;0,66;12,2;29,2;0,016;225;436;27;46;0,58;19,5;;;1,11;0,3;;0;0,21;0,24;8,83;1,48;0,49;13,1;4,84
VALUES;26162;CIQUAL;Poissons et batraciens crus;Requin, cru;Requin, cru;524;125;524;125;73,6;21;21;;4,51;0;;0;0;1,39;0;0;0,93;1,81;1,2;0;0;0;0;0;0,08;0,73;0,12;;;;;0,32;0,53;51;0,2;34;;0,033;0,84;;49;0,015;210;160;;79;0,43;70;0;0,6;1;0,1;;0;0,042;0,062;2,94;0,7;0,4;3;1,49
VALUES;26166;CIQUAL;Poissons et batraciens crus;Orphie commune, crue;Orphie commune, crue;461;109;461;109;75,1;21,3;21,3;;2,7;0;;0;0;0,8;0;0;0,49;0,66;1,05;;;;;;0,072;0,34;0,061;0,41;0,072;0,031;0,031;0,14;0,74;82;0,14;25;;0,23;0,4;20;25;0,02;251;298;30,9;55;0,72;7;;5;1,7;0;;2;0,012;0,085;8,5;0,8;0,9;1;2,7
VALUES;26168;CIQUAL;Poissons et batraciens crus;Lompe, crue;Lompe, crue;695;168;695;168;74,6;10;10;;14,2;0;;0;0;1,4;0;0;3,01;7,73;2,36;;;;;;1,14;1,57;0,3;2,74;0,22;;;1,1;0,94;;0,17;20;;;0,5;50;;;203;485;16,5;69;;11;;3,9;;0;;0;0,07;0,08;2;;;;
VALUES;26170;CIQUAL;Poissons et batraciens crus;Brème, cru;Brème, cru;435;104;435;104;77;16,9;16,9;;4;0;;0;0;1,1;0;0;0,78;2,07;0,74;;;;;0;0,11;0,53;0,076;;0,076;0,094;;;;66;0,11;63;;0,028;0,44;7;26;0,087;210;350;24;43;0,42;14;;5,5;1,3;0;;0;0,07;0,07;4;;;;
VALUES;26171;CIQUAL;Poissons et batraciens crus;Omble chevalier, cru;Omble chevalier, cru;436;103;436;103;77,6;19,8;19,8;;2,7;0;;0;0;1,2;0;0;2,2;;;;;;;;;;;;;;;;;48;0,14;8,8;;;0,49;;30;;260;370;16;57,5;0,67;;;9;;0;;0;0,16;0,09;;;0,37;;
VALUES;26172;CIQUAL;Poissons et batraciens crus;Loup tacheté, cru;Loup tacheté, cru;454;108;454;108;78,2;16,3;16,3;;4,8;0;;0;0;1;0;0;0,96;1,47;1,9;;;;;;0,065;0,6;0,23;0,85;0,065;0,027;0,2;0,82;0,47;58;0,26;35;;;1;60;25;;180;282;;105;;18;;1,3;2,4;0;;0;0,18;0,045;2,5;0,57;0,35;1;2,2
VALUES;26173;CIQUAL;Poissons et batraciens crus;Sprat, cru;Sprat, cru;675;162;675;162;71,5;16,9;16,9;;10,5;0;;0;0;1,2;0;0;2,64;4,31;2,5;;;;;;0,7;1,74;0,2;1,4;0,38;0,35;;0,62;1,15;45,5;;;;0,048;0,7;;20;0,13;220;230;10;;1,6;150;;0;2,5;0;;0;0,04;0,26;5;;;;
VALUES;26174;CIQUAL;Poissons et batraciens crus;Turbot, cru;Turbot, cru;367;87,1;367;87,1;78,3;16,5;16,5;;2,35;0;;0;0;2;0;0;0,19;0,16;;;;;;;0,022;0,14;0,031;0,095;0,01;0,01;0,018;;0,16;48;0,21;49;;;0,25;35;23;;203;415;;84;;11,7;;;;0;;1,7;0,043;0,085;3,6;0,25;0,15;16;1,05
VALUES;26175;CIQUAL;Poissons et batraciens crus;Corégone lavaret, cru;Corégone lavaret, cru;483;115;483;115;74;21,9;21,9;;3;0;;0;0;1,4;0;0;0,95;0,72;1,18;;;;;0;0,18;0,59;0,14;;0,09;0,14;;;;60;0,12;60;;0,026;0,5;12;30;0,05;290;380;16;49;0,54;8;;3;2,7;0;;0;0,07;0,07;4;;;;
VALUES;26178;CIQUAL;Poissons et batraciens crus;Mérou, cru;Mérou, cru;367;86,7;367;86,7;79,2;19,4;19,4;;1,02;0;0;0;0;1,17;0;0;0,23;0,2;0,32;0;0;0;0;0;0,012;0,17;0,049;;;;;0,027;0,22;37;0,13;27;;0,02;0,89;;31;0,014;162;483;;53;0,48;43;0;;0,5;;;0;0,07;0,005;0,31;0,75;0,3;9;0,6
VALUES;26194;CIQUAL;Poissons et batraciens crus;Lingue bleue ou Lingue, crue;Lingue bleue ou Lingue, crue;338;79,6;338;79,6;79,6;18,9;18,9;;0,44;0;;0;0;1,07;0;0;0,095;0,08;0,19;;;;;;0,0036;0,073;0,018;0,037;0,0038;0,0013;;0,031;0,12;51,9;0,23;3,96;;0,1;0,26;9,82;26,8;0,1;151;302;23,2;92,8;0,4;3,7;;0,5;0,17;;;;0,04;0,04;2,03;0,11;0,18;;0,64
VALUES;26200;CIQUAL;Poissons et batraciens crus;Sole tropicale ou Sole langue, crue;Sole tropicale ou Sole langue, crue;289;68,2;289;68,2;82,3;15,7;15,7;;0,58;0;;0;0;0,81;0;0;0,18;0,099;0,17;;;;;;0,016;0,095;0,046;0,036;0,0038;0,00088;;0,035;0,058;45,1;0,35;15,6;;0,1;0,22;21,7;20,1;0,1;80,4;125;30,6;140;0,29;2;;0,5;0,22;;;;0,038;0,034;1,14;0,1;0,1;;0,92
VALUES;26201;CIQUAL;Poissons et batraciens crus;Turbot d'élevage, cru;Turbot d'élevage, cru;457;109;457;109;76,5;18,3;18,3;;3,94;0;;0;0;1,16;0;0;0,57;0,67;0,91;;;;;0,001;0,12;0,35;0,069;0,26;0,14;0,017;;0,21;0,25;50,9;0,19;10,2;;0,1;0,16;24,2;24,9;0,1;134;306;17,7;77,9;0,65;9,6;0,008;0,71;3,63;;;;0,057;0,042;3,49;0,42;0,19;;1,25
VALUES;26204;CIQUAL;Poissons et batraciens crus;Plie commune, crue;Plie commune, crue;375;88,6;375;88,6;77,7;20;20;;0,94;0;0;0;0;1,27;0;0;0,2;0,21;0,25;0;0;0;0,003;0,001;0,023;0,13;0,029;0,071;0,0036;0,0016;0,005;0,091;0,077;44,5;0,2;127;;0,1;0,21;191;28,5;0,1;174;352;31,4;79,5;0,49;2;0;1,11;0,63;0,1;;0;0,42;0,096;4,32;1,29;0,25;5;0,64
VALUES;26205;CIQUAL;Poissons et batraciens crus;Bar commun ou loup (Méditerranée), cru, sauvage;Bar commun ou loup (Méditerranée), cru, sauvage;414;97,9;414;97,9;76,8;20,1;20,1;;1,94;0;;0;0;1,18;0;0;0,49;0,55;0,59;;;;;0,001;0,041;0,33;0,084;0,26;0,015;0,008;0,046;0,13;0,28;58,1;0,18;1,56;;0,1;0,4;23,3;28,3;0,1;191;371;25,4;71,4;0,43;5,6;;3,65;0,71;;;;0,064;0,098;3,72;0,33;0,39;;4,16
VALUES;26206;CIQUAL;Poissons et batraciens crus;Bar commun ou loup (Méditerranée), cru, élevage;Bar commun ou loup (Méditerranée), cru, élevage;521;124;521;124;72,8;21,4;21,4;;4,25;0;;0;0;1,49;0;0;1,04;1,09;1,56;;;;;0,001;0,17;0,68;0,14;0,57;0,24;0,038;0,035;0,4;0,54;56,8;0,12;5,6;;0,1;0,39;9,36;32,3;0,1;209;430;7,57;46,6;0,41;14,7;0,0063;2,31;1,35;;;;0,18;0,09;6,79;0,53;0,39;;4,33
VALUES;26210;CIQUAL;Poissons et batraciens crus;Sébaste du nord, ou dorade sébaste, ou daurade sébaste, crue;Sébaste du nord, ou dorade sébaste, ou daurade sébaste, crue;378;89,5;378;89,5;78,4;18,8;18,8;;1,6;0;0;0;0;1,13;0;0;0,31;0,62;0,56;0;0;0;0;0,002;0,051;0,2;0,043;0,16;0,019;0,0058;;0,097;0,22;47,2;0,18;12,5;;0,1;0,26;21,7;27,5;0,1;168;333;28,3;72,8;0,33;6,9;0;3,96;0,36;0;;0;0,063;0,07;2,16;0,17;0,19;9;1,78
VALUES;26213;CIQUAL;Poissons et batraciens crus;Hoki, tout lieu de pêche, cru;Hoki, tout lieu de pêche, cru;389;92,3;389;92,3;78,7;17,8;17,8;;2,36;0;;0;0;1,11;0;0;0,53;0,95;0,45;;;;;0,002;0,079;0,36;0,069;0,4;0,026;0,009;;0,073;0,17;33,6;0,18;6,46;;0,1;0,23;13,5;28,2;0,1;167;345;27,8;70,8;0,26;18,7;;2,49;0,47;;;;0,046;0,045;1,67;0,52;0,12;;1,11
VALUES;26214;CIQUAL;Poissons et batraciens crus;Grenadier bleu ou hoki de Nouvelle-Zélande, cru;Grenadier bleu ou hoki de Nouvelle-Zélande, cru;319;75,5;319;75,5;82,8;15,6;15,6;;1,46;0;;0;0;1;0;0;0,26;;;;;;;;;;;;;;;;;;0,14;8;73;0,02;0,84;;20;0,016;154;306;47;54,4;0,23;;;0,004;0,24;;;0,3;0,02;0,002;1,84;0,44;0,09;20;0,7
VALUES;26219;CIQUAL;Poissons et batraciens crus;Grondin perlon, cru;Grondin perlon, cru;412;97,4;412;97,4;76,3;20,3;20,3;;1,79;0;;0;0;1,39;0;0;;;;;;;;;;;;;;;;;;;0,14;;;;;;;;;;37,2;;;;;;;;;;;;;;;;
VALUES;26233;CIQUAL;Poissons et batraciens crus;Merlu blanc du Cap, surgelé, cru;Merlu blanc du Cap, surgelé, cru;330;78;330;78;;16,1;16,1;;1,52;0;;0;0;1;0;0;0,51;0,15;0,41;0,008;0,002;0,002;0,002;0,002;0,033;0,31;0,089;0,15;0,014;0,02;0,031;;;;0,28;32;;;0,4;;;;;;29;87,5;;;;;;;;;;;;;;;
