COLUMNS;id;bcpg:hierarchy1;bcpg:hierarchy2;bcpg:suppliers;cm:name;bcpg:legalName;Energie kJ, étiquetage;Energie kcal, étiquetage;Energie kJ;Energie kcal;Eau;Protéines;Protéines brutes (N x 6.25);Glucides;Lipides;Sucres;Amidon;Fibres alimentaires;Alcool (éthanol);Polyols totaux;Acides organiques;AG saturés;AG monoinsaturés;AG polyinsaturés;AG 4:0, butyrique;AG 6:0, caproïque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stéarique;AG 18:1 9c (n9), oléique;AG 18:2 9c,12c (n6), linoléique;AG 18:3 c9,c12,c15 (n3), alphalinolénique;AG 20:4 5c,8c,11c,14c (n6), arachidonique;AG 20:5 5c,8c,11c,14c,17c (n3), EPA;AG 22:6 4c,7c,10c,13c,16c,19c (n3), DHA;Cholestérol;Sel;Sodium;Chlorure;Magnésium;Phosphore;Potassium;Calcium;Manganèse;Fer;Cuivre;Zinc;Sélénium;Iode;Rétinol;Bêtacarotène;Vitamine D;Activité vitaminique E (en équivalents alphatocophérol);Vitamine K1;Vitamine K2;Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B9 ou Folates totaux;Vitamine B12 ou Cobalamines
VALUES;32121;CIQUAL;céréales de petit-déjeuner;Table Ciqual 2020;Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux;Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux;1590;374;1590;374;3,6;5,77;5,77;84,7;0,63;30;50;3,02;0;0;0;0,18;0,097;0,17;;;;;;;;;;;;;;;0;1,27;500;530;10;30;70;371;;7,18;;0,3;4,4;5;;;4,2;12;;;;0,95;1,23;13,7;5,11;1,26;169;1,91
VALUES;32123;CIQUAL;céréales de petit-déjeuner;Table Ciqual 2020;Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux;Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux;1630;386;1630;386;5;10,3;10,3;67,9;6,3;20,9;46,3;8,07;0;0;0;0,83;3,55;1,65;;;;;;;;;;;;;;;0;1,5;600;;103;293;400;154;1,6;10,4;0,4;1,9;13,8;5;0;;;3,1;;;51;1,05;1,2;13,3;4,45;1,5;148;0,75
VALUES;32128;CIQUAL;céréales de petit-déjeuner;Table Ciqual 2020;Muesli floconneux ou de type traditionnel;Muesli floconneux ou de type traditionnel;1610;382;1610;382;;10,6;10,6;68,5;4,83;11,9;;11,4;0;0;0;0,83;;;;;;;;;;;;;;;;;;0,15;60;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;32129;CIQUAL;céréales de petit-déjeuner;Table Ciqual 2020;Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux);Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux);1670;393;1670;393;2,3;5,71;5,71;86,2;2,35;30,9;55,3;2,3;0;0;0;0,6;1,44;0,18;0,01;0,01;0,01;0,01;0,01;0,01;0,09;0,06;1,42;0,18;0,01;0,01;0,01;0,01;0,89;0,71;287;457;21;73;110;86;0,18;7;0,06;0,48;20;20;21;59,1;0,25;0,45;0,8;;0,5;0,9;1,2;13,3;5;1,2;166;2,1
VALUES;32130;CIQUAL;céréales de petit-déjeuner;Table Ciqual 2020;Blé khorasan complet soufflé;Blé khorasan complet soufflé;1600;378;1600;378;5,13;6,68;7,32;80,5;1,96;;;4,4;0;0;0;0,52;0,55;0,51;;;;;;;0,32;0,2;0,54;0,48;0,024;;;;;0,027;10,8;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;32131;CIQUAL;céréales de petit-déjeuner;Table Ciqual 2020;Riz soufflé chocolaté, enrichi en vitamines et minéraux;Riz soufflé chocolaté, enrichi en vitamines et minéraux;1650;390;1650;390;2,68;6,22;6,22;83,2;2,82;29,7;50;3,19;0;0;0;1,5;1,07;0,2;0;0;0;;0;0,0097;0,74;0,75;1,06;0,19;0,007;;0;0;0;0,75;295;478;53,1;123;323;456;0,7;7,35;0,27;0,9;;2;;0;0,5;0,12;0,8;;0;1;1,24;14;5,12;1,33;171;1,85
VALUES;32133;CIQUAL;céréales de petit-déjeuner;Table Ciqual 2020;Boules de maïs soufflées au miel, enrichies en vitamines et minéraux;Boules de maïs soufflées au miel, enrichies en vitamines et minéraux;1630;384;1630;384;3;5,5;5,5;85,3;1,8;27;58,3;2,1;0;0;0,013;0,35;0,56;0,77;0,01;0,01;0,01;0,01;0,01;0,01;0,3;0,05;0,55;0,75;0,02;0,01;0,01;0,01;0;0,84;335;;10;180;70;291;;7,18;;0,4;;3;;;1,7;10;;;68;1;1,26;14,2;5,28;1,33;173;1,92
VALUES;32134;CIQUAL;céréales de petit-déjeuner;Table Ciqual 2020;Céréales complètes soufflées, enrichies en vitamines et minéraux;Céréales complètes soufflées, enrichies en vitamines et minéraux;1630;385;1630;385;;7,42;7,95;76,8;3,85;32;44,8;5,65;0;0;0;0,85;;;;;;;;;;;;;;;;;;0,95;375;;;;;362;;9,95;;;;;;;1,7;;;;51;1,05;1,3;14,3;5,1;1,45;168;1,48
VALUES;32135;CIQUAL;céréales de petit-déjeuner;Table Ciqual 2020;Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux;Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux;1660;392;1660;392;3;7,39;7,39;79,4;4,27;33,3;46,1;3,49;0;0;0;2,01;1,53;0,55;;;;;;;;;;;;;;;0;0,75;488;;60;190;230;252;;9,43;;1;12;5;0;0;;0,5;;;51;1,13;1,28;14,2;5,1;1,6;189;0,8
VALUES;32136;CIQUAL;céréales de petit-déjeuner;Table Ciqual 2020;Muesli croustillant, au quinoa;Muesli croustillant, au quinoa;0;;0;;3,35;9,92;10,9;71,2;10,7;;;3,4;0;;0;4,09;3,65;1,65;;0,027;0,29;0,2;1,47;0,56;0,96;0,56;3,61;1,57;0,068;;;;;0,057;22,9;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;32138;CIQUAL;céréales de petit-déjeuner;Table Ciqual 2020;Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux);Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux);1560;369;1560;369;8,8;9,5;9,5;61,7;6,9;20,6;;11;0;0;0,2;2,12;2,92;1,48;0,01;0,01;0,12;0,07;0,54;0,23;0,96;0,18;2,84;1,4;0,08;0,01;0,01;0,01;;0,1;40;;;240;;;;;;;;;;;;;;;;;;;;;;
VALUES;32139;CIQUAL;céréales de petit-déjeuner;Table Ciqual 2020;Muesli enrichi en vitamines et minéraux (aliment moyen);Muesli enrichi en vitamines et minéraux (aliment moyen);1780;424;1780;424;5,52;6,96;6,96;67,3;12,8;27,7;38,9;5,58;0;0;0,093;5,55;4,57;2,11;;0,033;0,35;0,25;1,23;0,5;2,77;0,43;4,54;2,05;0,046;;;0,0078;1,86;0,81;319;252;78,5;244;433;57,9;2,14;5,67;0,36;1,64;10,3;82,7;0,63;0,92;0,2;1,66;;;11,1;0,77;0,89;10,5;4,58;1,09;196;1,14
VALUES;32140;CIQUAL;céréales de petit-déjeuner;Table Ciqual 2020;Flocon d'avoine précuit;Flocon d'avoine précuit;1560;370;1560;370;11;11;11,7;58;7,7;1,84;56,2;10,6;0;0;0;1,36;2,25;1,94;;;;;;0,013;1,24;0,1;2,25;1,9;0,042;;;;0;0,011;4;;104;387;325;50;2,68;3,8;0,35;2,6;3,35;;;;;1,5;;;0;0,43;0,05;0,86;1,2;0,35;56;0,36
VALUES;32141;CIQUAL;céréales de petit-déjeuner;Table Ciqual 2020;Muesli non enrichi en vitamines et minéraux (aliment moyen);Muesli non enrichi en vitamines et minéraux (aliment moyen);1690;401;1690;401;6,63;9,2;9,2;60,7;11,6;21,1;;9,88;0;1,79;0,1;4,29;4,97;1,96;0,005;0,015;0,24;0,14;1,12;0,46;1,98;0,33;4,84;1,89;0,07;0,005;0,005;0,005;;0,22;86,3;;;258;;;;;;;;;;;;;;;;;;;;;;
VALUES;31100;CIQUAL;barres céréalières;Table Ciqual 2020;Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux;Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux;1620;382;1620;382;2,7;7,06;7,06;79,5;3,2;28,1;38;4,5;0;1,5;0,25;1,74;0,92;0,35;0,01;0,01;0,02;0,02;0,23;0,13;0,79;0,52;0,89;0,33;0,02;0,01;0,01;0,01;;0,54;217;;30;150;320;752;;9,65;;0,97;;7;0;0;0;;;;;0,99;1,11;12,4;4,2;1,4;138;0,69
VALUES;31101;CIQUAL;barres céréalières;Table Ciqual 2020;"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux";"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux";1600;379;1600;379;8,45;6,13;6,13;72,8;6,53;30,2;40,6;4,13;0;1,98;0;3,5;0,53;0,73;;;;;;;;;;;;;;;;0,75;297;;20;85;140;511;;8,05;;0,85;15;20;0;;;2,8;;;50;1,07;1,25;14,4;5,1;1,45;169;1,47
VALUES;31102;CIQUAL;barres céréalières;Table Ciqual 2020;"Barre céréalière ""équilibre"" chocolatée, enrichie en vitamines et minéraux";"Barre céréalière ""équilibre"" chocolatée, enrichie en vitamines et minéraux";1760;418;1760;418;4,48;5,99;5,99;72,9;10,9;32,4;36,3;3,7;0;1,75;0;6,65;0,99;0,99;;;;;;;;;;;;;;;;0,7;277;432;35;105;180;607;;6,94;;1;;;0;0;1,1;10;;;56,7;0,91;1,07;12,1;4,8;1,26;140;1,01
VALUES;31104;CIQUAL;barres céréalières;Table Ciqual 2020;Barre céréalière diététique hypocalorique;Barre céréalière diététique hypocalorique;1620;386;1620;386;9,5;5,9;5,9;65,3;11,2;8,5;28;5,8;0;7,13;0;9,6;0,73;0,2;;;;;;;;;;0,2;;;;;0;0,75;300;;95,1;354;763;281;0,58;6,55;0,57;5,54;25,5;43;0;0;2,3;4,04;;;22,4;0,55;0,73;8,18;2,01;0,79;73;0,65
VALUES;31106;CIQUAL;barres céréalières;Table Ciqual 2020;Barre céréalière chocolatée;Barre céréalière chocolatée;1890;451;1890;451;2,54;6,55;6,55;73;14,9;32,9;33,5;4,5;0;6,6;0;7,37;3,45;0,98;0,017;0,028;0,084;0,11;0,78;0,36;3,49;2,49;3,39;0,88;0,1;0,013;0,0049;0,0049;3,3;0,51;201;249;45;280;217;260;0,6;3,1;0,28;1;5;4;6;11;0,62;1,45;16,4;;0,5;0,58;0,56;6,8;0,33;0,81;74;0,2
VALUES;31113;CIQUAL;barres céréalières;Table Ciqual 2020;Barre céréalière aux fruits;Barre céréalière aux fruits;1590;377;1590;377;8,68;5,49;5,49;73,5;7,07;29,6;37,1;3,8;0;6,45;0;3,44;2,23;1,09;0,0039;0,023;0,25;0,2;0,75;0,31;1,59;0,3;2,23;0,96;0,13;0,0051;0,0051;0,0072;0;0,63;249;306;91;241;392;84;1,2;2,18;0,38;1,6;;20;0;;;2,5;;;0;0,19;0,19;2,61;0,43;0,12;30;0,24
VALUES;31114;CIQUAL;barres céréalières;Table Ciqual 2020;Barre céréalière aux amandes ou noisettes;Barre céréalière aux amandes ou noisettes;1860;444;1860;444;6,5;8,69;8,69;60,6;18,2;20,4;26,3;4,6;0;3,9;0,11;4,03;10,4;2,87;0,01;0,01;0,03;0,02;0,02;0,07;3,19;0,58;10,2;2,74;0,12;0,01;0,01;0,01;;0,45;179;304;73;190;240;37;1,8;1,7;0,32;1,4;20;7;0;8,59;0,25;4,2;2,17;;0,5;0,11;0,015;0,43;0,52;0,074;25,4;0,7
VALUES;31115;CIQUAL;barres céréalières;Table Ciqual 2020;Barre céréalière chocolatée aux fruits;Barre céréalière chocolatée aux fruits;0;;0;;;5,7;5,7;70,4;11,8;34,8;29,7;4,04;0;;0;7,45;3,21;0,65;0,015;0,029;0,28;0,23;1,77;0,78;2,27;1,92;;0,62;0,025;0,015;0,015;0,015;;0,56;221;;;;;;;;;;;;;;;;;;41,2;0,6;0,75;8,3;;0,9;99,5;0,43
VALUES;19688;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Baba au rhum, préemballé;Baba au rhum, préemballé;708;169;708;169;64,5;2,83;2,83;23,6;3,86;18,2;;0,87;3,8;0;0;2,77;0,71;0,17;;;;;;;;;;0,16;0,013;;;;;0,24;96,5;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;23000;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Gâteau (aliment moyen);Gâteau (aliment moyen);;;;;21,2;5,27;5,27;53,5;17,8;32;16,7;1,75;0,21;;0,046;5,36;7,65;3,01;0,12;0,43;0,058;0,12;0,3;0,49;2,65;1,22;7,49;2,17;0,81;0,01;0,0047;0,0057;85,8;0,73;292;;21,4;150;161;65,4;0,24;1,24;0,12;0,52;7,29;11,5;69,1;43,7;0,41;3,23;;;0,41;0,21;0,11;0,38;0,47;0,054;35;0,21
VALUES;23005;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Gâteau Paris-Brest (pâte à choux crème mousseline praliné);Gâteau Paris-Brest (pâte à choux crème mousseline praliné);0;;0;;40,6;5,44;5,44;26,1;24,9;16,2;8,1;1,2;0;;0,82;13,1;8,27;1,89;0,59;0,39;0,27;0,48;0,77;1,94;6,33;1,88;7,47;1,64;0,17;0,03;0,01;0,01;109;0,3;119;190;23;110;160;73;0,29;0,66;0,11;0,54;20;20;143;106;0,25;2,85;3,5;;;0,015;0,22;0,1;0,52;0,018;67,6;0,39
VALUES;23006;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises);Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises);0;;0;;38,3;4,13;4,13;34,2;19;29,5;4,5;2,2;1,2;;0,19;12,4;4,84;0,58;0,41;0,27;0,22;0,36;0,96;1,51;5,3;3,04;4,32;0,48;0,07;0,02;0,01;0,01;61,7;0,17;69;71;32;98;190;53;0,3;2,7;0,24;0,59;20;20;83,7;55,2;0,25;0,69;3,13;;0,5;0,026;0,075;0,1;0,33;0,013;48,2;0,23
VALUES;23007;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Gâteau mousse de fruits sur génoise, type miroir, bavarois;Gâteau mousse de fruits sur génoise, type miroir, bavarois;0;;0;;53,3;3,87;3,87;31,6;12,2;25,1;6,49;1;0;;;6,51;3,4;;0,28;0,14;0,14;0,26;0,61;1,09;3,16;0,83;3,4;0,78;0,072;;;;87;0,11;44,5;70;10,5;57;97;42,3;0,2;0,8;0,1;0,4;;3;103;36;0,5;0,7;;;3,1;0,04;0,15;0,24;0,36;0,045;26,3;0,2
VALUES;23008;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Entremets type Opéra;Entremets type Opéra;0;;0;;30,1;5,19;5,19;39,6;24;35,1;4,5;2,3;0;;;13,4;7,19;2,31;0,33;0,21;0,23;0,35;1,37;1,5;5,78;3,29;6,5;2,13;0,1;0,02;0,01;0,01;80,2;0,11;42;65,6;44;110;240;42;0,37;3,2;0,29;0,76;20;20;91,5;66,7;0,25;1,21;2,22;;0,5;0,053;0,099;0,2;0,37;0,19;7,09;0,21
VALUES;23009;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Fraisier ou framboisier;Fraisier ou framboisier;0;;0;;52,6;3,31;3,31;26,7;15,5;17,3;3,3;1,3;0;;;8,3;3,94;0,83;0,4;0,25;0,17;0,33;0,51;1,27;3,88;1,26;3,4;;0,056;0,025;0,0055;;61;0,15;61,7;54,9;16,9;76;105;57,1;1;1;1;1;15,1;10;89;50;0,2;1,3;;;4,3;0,05;0,47;0,05;0,32;0,05;78,1;0,45
VALUES;23021;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Baba au rhum;Baba au rhum;0;;0;;50,1;2,25;2,25;36,3;9,9;29,9;5,4;0,8;;;0,19;6,42;2,42;0,33;0,26;0,17;0,11;0,24;0,34;1;3,05;1,07;2,08;0,26;0,05;0,01;0,01;0,01;47;0,22;87;122;6,7;41;60;24;0,07;0,7;0,04;0,23;20;10;76,5;34,1;0,25;0,41;1,88;;0,82;0,015;0,1;0,1;0,26;0,016;6,37;0,14
VALUES;23022;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Canelé;Canelé;0;;0;;26,3;5,31;5,2;59,4;3,7;37,6;20,2;2,6;;;;2,11;0,98;0,4;0,0046;0,015;0,15;0,13;0,89;0,36;0,44;0,11;0,62;0,25;0,035;;;;14,8;0,19;74,4;61;;;;56,9;;;;;;;;;;;;;;;;;;;;
VALUES;23024;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Macaron moelleux fourré à la confiture ou à la crème;Macaron moelleux fourré à la confiture ou à la crème;0;;0;;11,9;10;10;49,7;21,2;45,2;4,58;2,9;0,1;;;4,46;12,3;3,39;;;;;;;;;;;;;;;19,3;0,16;65,5;73;79,1;111;290;81;0,5;1,5;0,3;0,9;;2;0;80;;5,2;;;2,1;0,04;1,6;1,3;0,16;0,13;;
VALUES;23030;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Bûche de Noël pâtissière;Bûche de Noël pâtissière;0;;0;;43,4;4,2;4,2;30,7;19,7;23,7;2,7;1,3;0,1;;;;;;;;;;;;;;;;;;;;89;0,18;72,8;90;22,7;94;157;58,3;1;1,6;1;1;3;10;127;;;1,5;;;1,1;0,05;0,23;0,47;0,3;0,05;67;0,4
VALUES;23032;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Brownie au chocolat, préemballé;Brownie au chocolat, préemballé;1910;458;1910;458;12,8;5,94;5,94;50,6;25,4;35,1;8,2;3,4;0;2,9;0,37;7,32;12,3;4,47;0,07;0,05;0,04;0,06;0,11;0,26;3,6;2,83;11,5;3,33;1,12;0,02;0,01;0,01;67,6;0,35;138;179;47;140;330;42;0,49;5;0,36;0,9;20;12;29,9;8,84;0,25;3,98;27,9;;0,5;0,044;0,071;0,19;0,44;0,051;10,8;0,28
VALUES;23033;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Rocher coco ou Congolais (petit gâteau à la noix de coco);Rocher coco ou Congolais (petit gâteau à la noix de coco);0;;0;;13,1;4,46;4,46;53,7;24,1;47,5;;7,08;0;;;21,2;0,89;0,16;0;0,16;1,75;1,3;9,65;3,57;1,55;0,59;0,87;;0;0;0;;;0,1;44;;49,1;;345;18,8;;1;;1;;;;;;;;;;;;;;;;
VALUES;23050;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Biscuit de Savoie;Biscuit de Savoie;0;;0;;33,2;5,9;6,05;56,3;0,8;;;1,5;0;;;0,12;0,071;0,37;;;;;;0,001;0,11;0,005;;;;;;;0;1,87;749;;12;324;93;140;0,085;0,52;0,078;0,07;;25;0;20;;;;;0;0,1;0,49;0,88;0,2;0,031;3;0,06
VALUES;23080;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Quatre-quarts, fabrication artisanale;Quatre-quarts, fabrication artisanale;0;;0;;20,5;5,94;5,94;46;25,6;26,8;17,7;1,1;0;;0,054;15,8;6,58;1,13;0,89;0,6;0,38;0,6;0,78;2,48;7,12;2,47;5,64;0,82;0,15;0,06;0,01;0,02;178;0,52;206;145;9,4;160;94;23;0,15;0,68;0,05;0,52;20;20;238;112;0,25;1,02;1,54;;48;0,026;0,16;0,1;0,52;0,021;23,4;0,24
VALUES;23081;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Quatre-quarts, préemballé;Quatre-quarts, préemballé;0;;0;;19,4;5,94;5,94;48,2;23,9;26,4;17,2;1,1;0;;0,1;15,2;5,88;1,03;0,69;0,46;0,29;0,68;0,82;2,54;7,14;2,13;4,96;0,76;0,13;0,05;0,01;0,02;164;1,07;426;390;10;190;92;19;0,2;0,74;0,06;0,51;20;20;220;139;0,25;0,89;2,23;;0,5;0,039;0,096;0,37;0,66;0,016;9,28;0,31
VALUES;23082;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Barre pâtissière, préemballé;Barre pâtissière, préemballé;0;;0;;21,8;5,38;5,38;54,7;14,9;26,8;21,9;1,4;0;;0,089;1,59;8,8;3,68;0,01;0,01;0,01;0,01;0,02;0,05;0,97;0,39;8,14;2,73;0,94;0,01;0,01;0,01;48,6;1,28;512;461;10;190;140;15;0,21;0,52;0,05;0,37;20;;21;51,6;0,25;3,05;18,2;;0,5;0,035;0,039;0,26;0,39;0,015;10,1;0,16
VALUES;23103;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Gâteau au citron, tout type;Gâteau au citron, tout type;0;;0;;17,9;5;5;54;21,3;;16,2;1;0;;;8,64;7,52;3,65;;;0,11;0,35;1,16;1,1;3,44;1,86;4,83;3,17;0,38;;;;;0,54;217;;;;170;;;0,4;;;;;;;;;;;;;;;;;;
VALUES;23121;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Far aux pruneaux;Far aux pruneaux;0;;0;;50;5,13;5,13;32;8;21,5;8,2;3,4;0;;0,37;4,79;2,16;0,46;0,26;0,16;0,09;0,18;0,23;0,73;2,29;0,7;1,86;0,37;0,06;0,02;0,01;0,01;68,4;0,23;93;174;16;85;230;71;0,13;0,45;0,08;0,45;20;20;70,2;33,1;0,25;1,15;27,5;;0,5;0,031;0,19;0,1;0,53;0,042;34,5;0,3
VALUES;23122;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Kouign Amann;Kouign Amann;0;;0;;17;5,81;5,81;48,7;25,1;20,5;24,9;2,2;0;;0,082;16,7;5,78;0,81;0,86;0,58;0,37;0,62;0,85;2,74;7,53;2,56;4,9;0,54;0,15;0,03;0,01;0,02;77,9;0,85;340;561;11;59;86;20;0,21;0,49;0,06;0,43;20;20;244;50;0,25;0,64;2,58;;0,5;0,05;0,01;0,1;0,3;0,027;47;0,056
VALUES;23200;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Pain d'épices;Pain d'épices;0;;0;;20,4;2,94;2,94;71,5;1,1;38,2;28,4;3;0;;0,18;0,18;0,55;0,28;0,01;0,01;0,01;0,01;0,02;0,01;0,12;0,03;0,52;0,22;0,06;0,01;0,01;0,01;2;0,47;189;76;14,3;88;91,9;4;0,5;1,1;0,11;0,5;;2;;2;;0,57;;;0,5;0,05;0,04;0,34;0,16;0,16;;
VALUES;23220;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Pain d'épices fourré ou nonette;Pain d'épices fourré ou nonette;0;;0;;17,2;4;4;76;2,5;44;20,5;2,5;0;;;0,5;;;;;;;;;;;;;;;;;;0,41;163;;;14,5;77;;;;;;;;;;;;;;;;;;;;;
VALUES;23300;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop);Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop);0;;0;;13,5;10,4;10,4;49,2;24,5;39,6;9,6;1;0;;;4,7;13,9;5,34;0,057;0,041;0,023;0,065;0,093;0,22;3,22;0,79;13,8;5,26;0,077;0,012;;;37;0,075;29,8;46;95;125;255;98,3;0,9;1,5;0,4;1,12;5;20;92;26;0,18;6,55;;;0,4;0,062;0,3;1,2;0,16;0,18;24;0,02
VALUES;23301;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Corne de gazelle (pâtisserie orientale aux amandes et sirop);Corne de gazelle (pâtisserie orientale aux amandes et sirop);0;;0;;8,22;8,55;8,55;60,2;22,1;32;28,2;1;0;;;7,78;9,88;3,94;0,045;0,037;0,05;0,08;0,37;0,38;5,7;1,02;9,78;3,68;0,22;0,011;;;;0,15;59,2;140;44,9;70;165;68,2;0,5;1;0,2;0,7;5;40;;;;;;;;0,096;0,19;1,05;0,36;0,14;37;
VALUES;23455;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Chou à la crème (chantilly ou pâtissière);Chou à la crème (chantilly ou pâtissière);0;;0;;46,4;4,5;4,5;25,2;22,9;16,7;7,5;0,5;0;;0,086;14,5;5,94;0,92;0,61;0,47;0,3;0,6;0,75;2,27;7,01;2,03;5,09;0,72;0,1;0,04;0,01;0,01;92,5;0,28;110;216;9,6;75,5;104;71,6;1;1;1;1;18,4;10;114;50;0,2;1,08;;;0;0,05;0,065;0,05;0,37;0,05;51;0,61
VALUES;23456;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Chou à la crème chantilly, Saint-honoré;Chou à la crème chantilly, Saint-honoré;0;;0;;44,3;4,63;4,63;22,9;26,4;8,9;6,9;1;0;;;13,6;5,82;1,07;0,65;0,4;0,25;0,52;0,74;2,06;6,56;2,04;4,94;;0,12;0,041;0,0092;;122;0,37;149;230;9,2;75;108;71,6;1;1;1;1;27,2;10;211;50;0,2;1,4;;;;0,05;0,08;0,05;0,36;0,05;50,8;0,65
VALUES;23457;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Chou à la crème pâtissière;Chou à la crème pâtissière;0;;0;;51,7;4,31;4,31;34,9;7,3;13,5;8,1;1;0;;;3,38;1,98;0,54;0,099;0,062;0,062;0,093;0,28;0,38;1,77;0,55;1,77;0,51;0,022;0,0084;0,00059;;63;0,25;99,5;201;10;76;99,5;71,6;1;1;1;1;9,6;10;17;50;0,2;0,76;;;;0,05;0,05;0,05;0,37;0,05;51,2;0,57
VALUES;23477;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Éclair;Éclair;0;;0;;48,8;5,78;5,78;31,6;11,8;18,9;8,2;3,9;0;;;5,49;4,58;1,07;0,13;0,079;0,07;0,14;0,26;0,34;3,62;0,87;2,62;0,94;0,033;0,079;0,00042;0,015;99,7;0,23;92,5;;11;107;117;68,4;0,091;1,18;0,066;0,48;12;24;66,5;117;1;2,01;17,5;;0,3;0,12;0,27;0,8;0,49;0,059;14;0,34
VALUES;23479;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Tarte aux fruits et crème pâtissière;Tarte aux fruits et crème pâtissière;0;;0;;56,8;2,94;2,94;30;7,7;18,7;10;1,3;0;;0,52;4,8;1,96;0,44;0,19;0,12;0,08;0,15;0,28;0,64;2,59;0,65;1,75;0,37;0,06;0,01;0,01;0,01;34;0,26;104;180;11;56;150;42;0,25;0,43;0,06;0,25;20;;54,7;129;0,25;1,08;5,9;;5,42;0,053;0,33;0,1;0,24;0,015;20,6;0,091
VALUES;23481;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Tarte normande aux pommes (garniture farine, oeufs, crème, sucre, calvados);Tarte normande aux pommes (garniture farine, oeufs, crème, sucre, calvados);1310;313;1310;313;38,6;4,44;4,44;38,7;15;25,8;12,9;2,5;0;0,5;0,08;8,37;4,53;1,07;0,36;0,24;0,15;0,33;0,4;1,27;4,27;1,13;4;0,9;0,08;0,02;0,01;0,03;71,4;0,23;93;152;16;75;180;39;0,22;0,57;0,08;0,39;20;20;97,9;68,9;0,25;1,6;1,83;;7,05;0,028;0,063;0,1;0,35;0,022;22,4;0,16
VALUES;23485;CIQUAL;gâteaux et pâtisseries;Table Ciqual 2020;Tarte au citron;Tarte au citron;0;;0;;29,1;5;5;42,7;20,9;30,1;1,8;1,8;0;;;10,7;4,12;1,01;0,26;0,18;0,12;0,24;0,43;1,05;4,12;1,41;3,61;0,88;0,083;0,038;0;0,021;121;0,13;51,6;58,4;9,7;67;95,8;25,2;1;1,2;1;1;5,8;10;62;50;0,2;1,1;;;13,4;0,05;0,12;0,05;0,36;0,05;39,9;0,35
