COLUMNS;id;bcpg:hierarchy1;bcpg:hierarchy2;bcpg:suppliers;cm:name;bcpg:legalName;Energie kJ, étiquetage;Energie kcal, étiquetage;Energie kJ;Energie kcal;Eau;Protéines;Protéines brutes (N x 6.25);Glucides;Lipides;Sucres;Amidon;Fibres alimentaires;Alcool (éthanol);Polyols totaux;Acides organiques;AG saturés;AG monoinsaturés;AG polyinsaturés;AG 4:0, butyrique;AG 6:0, caproïque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stéarique;AG 18:1 9c (n9), oléique;AG 18:2 9c,12c (n6), linoléique;AG 18:3 c9,c12,c15 (n3), alphalinolénique;AG 20:4 5c,8c,11c,14c (n6), arachidonique;AG 20:5 5c,8c,11c,14c,17c (n3), EPA;AG 22:6 4c,7c,10c,13c,16c,19c (n3), DHA;Cholestérol;Sodium;Magnésium;Phosphore;Potassium;Calcium;Manganèse;Fer;Cuivre;Zinc;Sélénium;Iode;Rétinol;Bêtacarotène;Vitamine D;Activité vitaminique E (en équivalents alphatocophérol);Vitamine K1;Vitamine K2;Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B9 ou Folates totaux;Vitamine B12 ou Cobalamines
VALUES;76066;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Christinen Brunnen, embouteillée, non gazeuse, moyennement minéralisée (Allemagne);Eau minérale Christinen Brunnen, embouteillée, non gazeuse, moyennement minéralisée (Allemagne);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;3,3;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76015;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (StAmand, 59);Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (StAmand, 59);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,94;4,15;0,003;0,36;16,4;0,0013;0,0005;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76016;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88);Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88);0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,85;9,63;0,003;0,26;48,1;0,0023;0,0005;0,00573;0,0139;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76067;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Courmayeur, embouteillée, non gazeuse, fortement minéralisée (Italie);Eau minérale Courmayeur, embouteillée, non gazeuse, fortement minéralisée (Italie);0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;6,7;0;0,2;51,7;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76017;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40);Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,4;3,18;0,003;2,03;11,8;0,0003;0,001;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76019;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Didier Plate, embouteillée non gazeuse, moyennement minéralisée (Martinique);Eau minérale Didier Plate, embouteillée non gazeuse, moyennement minéralisée (Martinique);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;10,7;0,003;1,31;17,2;0,016;0,001;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76018;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Didier, embouteillée, gazeuse, moyennement minéralisée (Martinique);Eau minérale Didier, embouteillée, gazeuse, moyennement minéralisée (Martinique);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,6;11,2;0,003;1,4;12,6;0,026;0,0005;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76020;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74);Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,66;3,53;0,003;0,08;7,07;0,0001;0,001;0,00268;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76021;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Fonfort, embouteillée, gazeuse, fortement minéralisée (StRomainlePuy, 42);Eau minérale Fonfort, embouteillée, gazeuse, fortement minéralisée (StRomainlePuy, 42);0;0;0;0;99,7;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;8,69;0,003;12,4;11,4;0,014;0,0037;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76022;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88);Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88);0;0;0;0;99,7;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,45;14,5;0,003;0,32;57,5;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76068;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Highland spring, embouteillée, non gazeuse, faiblement minéralisée (Écosse);Eau minérale Highland spring, embouteillée, non gazeuse, faiblement minéralisée (Écosse);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0,9;0;0,06;3,5;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76023;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63);Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63);0;0;0;0;99,4;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192;25,4;0,003;19,1;21,4;0,07;0,018;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76069;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Levissima, embouteillée, non gazeuse, faiblement minéralisée (Italie);Eau minérale Levissima, embouteillée, non gazeuse, faiblement minéralisée (Italie);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0,2;0;0,2;2;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76025;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Luchon (31), embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31);Eau minérale Luchon (31), embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12;0,11;0,003;0,04;2,75;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76070;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Luso, embouteillée, non gazeuse, très faiblement minéralisée (Portugal);Eau minérale Luso, embouteillée, non gazeuse, très faiblement minéralisée (Portugal);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0,2;0;0;0,1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76026;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale MiersAlvignac, embouteillée, non gazeuse, fortement minéralisée (Alvignac, 46);Eau minérale MiersAlvignac, embouteillée, non gazeuse, fortement minéralisée (Alvignac, 46);0;0;0;0;99,6;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,7;24,9;0,003;0,89;43,6;0,0009;0,01;0,0027;0,0036;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76027;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale MontRoucous, embouteillée, très faiblement minéralisée (Lacaune, 81);Eau minérale MontRoucous, embouteillée, très faiblement minéralisée (Lacaune, 81);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,26;0,02;0,003;0,03;0,13;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76071;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Néro, embouteillée, non gazeuse, faiblement minéralisée (Grèce);Eau minérale Néro, embouteillée, non gazeuse, faiblement minéralisée (Grèce);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,1;3,5;0;0,2;5,9;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76029;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (StAmand, 59);Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (StAmand, 59);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,92;6,12;0,003;0,64;24;0,0006;0,0044;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76030;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B);Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74;1,83;0,003;0,13;17,1;0,41;0,035;0,0005;0,0005;0,1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76031;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Parot, embouteillée, gazeuse, fortement minéralisée (StRomainlePuy, 42);Eau minérale Parot, embouteillée, gazeuse, fortement minéralisée (StRomainlePuy, 42);0;0;0;0;99,7;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;8,9;0,003;10,7;10,3;0,031;0,025;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76072;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Penacova, embouteillée, non gazeuse, très faiblement minéralisée (Portugal);Eau minérale Penacova, embouteillée, non gazeuse, très faiblement minéralisée (Portugal);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0,1;0;0;0,1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76060;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30);Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,17;0,35;0,003;0,04;13,7;0,0001;0,001;0,0005;0,0177;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76032;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Plancoet, embouteillée, non gazeuse, faiblement minéralisée (Plancoet, 22);Eau minérale Plancoet, embouteillée, non gazeuse, faiblement minéralisée (Plancoet, 22);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,44;1,62;0,003;0,44;4,47;0,0018;0,001;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76033;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26);Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26);0;0;0;0;99,6;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68,4;8,88;0,003;2,12;32,7;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76034;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Puits StGeorges, embouteillée, gazeuse, moyennement minéralisée (StRomainlePuy, 42);Eau minérale Puits StGeorges, embouteillée, gazeuse, moyennement minéralisée (StRomainlePuy, 42);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;3,24;0,003;1,68;4,25;0,025;0,0032;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76035;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Quézac, embouteillée, gazeuse, fortement minéralisée (Quézac, 48);Eau minérale Quézac, embouteillée, gazeuse, fortement minéralisée (Quézac, 48);0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,7;9,85;0,003;4,97;23,9;0,18;0,001;0,0005;0,0007;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76036;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07);Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,6;6,45;0,003;2,57;12,5;0,074;0,001;0,003;0,0021;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76037;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Rozana, embouteillée, gazeuse, fortement minéralisée (Beauregard, 63);Eau minérale Rozana, embouteillée, gazeuse, fortement minéralisée (Beauregard, 63);0;0;0;0;99,7;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52,5;15,6;0,003;4,77;30,5;0,0011;0,001;0,0011;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76038;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale SaillesBains, embouteillée, non gazeuse, faiblement minéralisée (SaillesBains, 42);Eau minérale SaillesBains, embouteillée, non gazeuse, faiblement minéralisée (SaillesBains, 42);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,5;0,2;0,003;0,48;2,1;0,0004;0,001;0,0005;0,0007;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76039;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34);Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,62;1,04;0,003;0,23;24,1;0,08;0,001;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76073;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale San Benedetto, embouteillée, faiblement minéralisée (Italie);Eau minérale San Benedetto, embouteillée, faiblement minéralisée (Italie);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,7;2,8;0;0,1;4,6;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76074;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie);Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0;0,04;1,1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76075;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale San Pellegrino, embouteillée, gazeuse, moyennement minéralisée (Italie);Eau minérale San Pellegrino, embouteillée, gazeuse, moyennement minéralisée (Italie);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,4;5,1;0;0,3;20,8;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76040;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Soultzmatt , embouteillée, gazeuse, moyennement minéralisée ( Soultzmatt, 68);Eau minérale Soultzmatt , embouteillée, gazeuse, moyennement minéralisée ( Soultzmatt, 68);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,1;5,43;0,003;4,35;11,5;0,07;0,001;0,0018;0,0012;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76076;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale SpaReine, embouteillée, non gazeuse, moyennement minéralisée (Belgique);Eau minérale SpaReine, embouteillée, non gazeuse, moyennement minéralisée (Belgique);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0,13;0;0,05;0,45;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76041;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale StAlban Antonin, embouteillée, gazeuse, fortement minéralisée (StAlban, 42);Eau minérale StAlban Antonin, embouteillée, gazeuse, fortement minéralisée (StAlban, 42);0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;6,85;0,003;4,05;21,8;0,07;0,0013;0,0006;0,001;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76042;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale StAlban Cesar, embouteillée, gazeuse, fortement minéralisée (StAlban, 42);Eau minérale StAlban Cesar, embouteillée, gazeuse, fortement minéralisée (StAlban, 42);0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,6;6,92;0,003;4,17;22,4;0,073;0,0027;0,0006;0,001;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76043;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale StAmand Vauban, embouteillée, non gazeuse, moyennement minéralisée (StAmand, 59);Eau minérale StAmand Vauban, embouteillée, non gazeuse, moyennement minéralisée (StAmand, 59);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,78;5,9;0,003;0,53;23;0,0006;0,0008;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76044;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale StAntoninNobleVal, embouteillée, non gazeuse, fortement minéralisée (StAntoninNobleVal, 82);Eau minérale StAntoninNobleVal, embouteillée, non gazeuse, fortement minéralisée (StAntoninNobleVal, 82);0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,84;8,2;0,003;0,29;50;0,0003;0,009;0,0005;0,0008;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76045;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale StChristophe, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40);Eau minérale StChristophe, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,1;2,95;0,003;1,89;11,6;0,0011;0,001;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76046;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale StDiéry, embouteillée, gazeuse, fortement minéralisée (StDiéry, 63);Eau minérale StDiéry, embouteillée, gazeuse, fortement minéralisée (StDiéry, 63);0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36,8;7,4;0,003;6,4;7,8;0,019;0,001;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76047;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale SteMarguerite, embouteillée, gazeuse, fortement minéralisée (StMaurice, 63);Eau minérale SteMarguerite, embouteillée, gazeuse, fortement minéralisée (StMaurice, 63);0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;11,5;0,003;3,35;16,5;0,0001;0,001;0,0019;0,0012;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76048;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale StMartial, embouteillée, non gazeuse, faiblement minéralisée (StMartin le Redon, 46);Eau minérale StMartial, embouteillée, non gazeuse, faiblement minéralisée (StMartin le Redon, 46);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49;0,15;0,007;0,08;10,2;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76049;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale StYorre, embouteillée, gazeuse, fortement minéralisée (SaintYorre, 03);Eau minérale StYorre, embouteillée, gazeuse, fortement minéralisée (SaintYorre, 03);0;0;0;0;99,5;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;1,12;0,003;11,9;8,9;0,0013;0,0015;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76077;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Talians, embouteillée,  non gazeuse, fortement minéralisée (Italie);Eau minérale Talians, embouteillée,  non gazeuse, fortement minéralisée (Italie);0;0;0;0;99,8;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,7;7,7;0;0,2;59,6;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76050;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74);Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,43;1,44;0,003;0,05;10,9;0,0001;0,001;0,0005;0,0005;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76051;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Vals StJean, embouteillée, gazeuse, faiblement minéralisée (Vals, 07);Eau minérale Vals StJean, embouteillée, gazeuse, faiblement minéralisée (Vals, 07);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,3;1,74;0,003;0,7;3,31;0,072;0,001;0,0005;0,004;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76052;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale ValsVivaraise, embouteillée, gazeuse, moyennement minéralisée (Vals, 07);Eau minérale ValsVivaraise, embouteillée, gazeuse, moyennement minéralisée (Vals, 07);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40,5;1,88;0,003;3,5;4,05;0,048;0,001;0,0005;0,0022;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76078;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Valvert, embouteillée, non gazeuse, faiblement minéralisée (Belgique);Eau minérale Valvert, embouteillée, non gazeuse, faiblement minéralisée (Belgique);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,195;0,2;0;0,045;6,78;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76053;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07);Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07);0;0;0;0;100;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,42;0,96;0,003;0,15;3,79;0,04;0,001;0,0027;0,006;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76054;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Vernet, embouteillée, gazeuse, moyennement minéralisée (Prades, 07);Eau minérale Vernet, embouteillée, gazeuse, moyennement minéralisée (Prades, 07);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,5;1,96;0,003;3,3;3,6;0,05;0,001;0,0005;0,004;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
VALUES;76024;CIQUAL;Eaux;Table Ciqual 2013;Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34);Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34);0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,8;7,22;0,003;4,72;18,5;0,04;0,001;0,0005;0,016;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0
