COLUMNS;id;bcpg:hierarchy1;bcpg:hierarchy2;bcpg:suppliers;cm:name;bcpg:legalName;Energie kJ, étiquetage;Energie kcal, étiquetage;Energie kJ;Energie kcal;Eau;Protéines;Protéines brutes (N x 6.25);Glucides;Lipides;Sucres;Amidon;Fibres alimentaires;Alcool (éthanol);Polyols totaux;Acides organiques;AG saturés;AG monoinsaturés;AG polyinsaturés;AG 4:0, butyrique;AG 6:0, caproïque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stéarique;AG 18:1 9c (n9), oléique;AG 18:2 9c,12c (n6), linoléique;AG 18:3 c9,c12,c15 (n3), alphalinolénique;AG 20:4 5c,8c,11c,14c (n6), arachidonique;AG 20:5 5c,8c,11c,14c,17c (n3), EPA;AG 22:6 4c,7c,10c,13c,16c,19c (n3), DHA;Cholestérol;Sodium;Magnésium;Phosphore;Potassium;Calcium;Manganèse;Fer;Cuivre;Zinc;Sélénium;Iode;Rétinol;Bêtacarotène;Vitamine D;Activité vitaminique E (en équivalents alphatocophérol);Vitamine K1;Vitamine K2;Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B9 ou Folates totaux;Vitamine B12 ou Cobalamines
VALUES;13068;CIQUAL;Fruits au sirop/au jus, compotes;Table Ciqual 2013;Cerise au sirop, appertisée;Cerise au sirop, appertisée;301;71;301;71;81,6;0,58;0,58;15,7;0,2;;0;0,6;0;0;0,95;0,022;0,029;0,03;0;0;0;0;0;0,001;0,016;0,005;0,027;0,015;0,015;0;0;0;0;1;9;16,2;126;13,5;0,07;0,3;0,05;0,04;0,3;0,7;0;40;0;0,04;;;7;0,02;0,02;0,2;0,1;0,09;6;0
VALUES;13108;CIQUAL;Fruits au sirop/au jus, compotes;Table Ciqual 2013;Compote de fruits divers;Compote de fruits divers;442;104;442;104;74,3;0,282;0,282;24,5;0,4;22;0;0,86;0;0;0,46;0,0275;0,0462;0,0856;0;0;0;0,000000791;0,00014;0,000196;0,0213;0,00355;0,0289;0,0537;0,017;0,0000197;0;0;0;1,77;8,1;12,7;147;20,1;0,109;0,159;0,0408;0,0624;10;0,1;0;152;0;0,2;;;24,7;0,01;0,01;0,12;0,1;0,1;4;0
VALUES;13109;CIQUAL;Fruits au sirop/au jus, compotes;Table Ciqual 2013;Compote de fruits divers, allégée;Compote de fruits divers, allégée;329;77,6;329;77,6;79,5;0,4;0,4;17,7;0,2;10,6;0,7;1,45;0;0;0,46;0,0341;0,0123;0,0334;0;0;0;;0,0056;0,00743;0,0191;0,00174;0,0123;0,0278;0,00513;;0,00004;0,00096;0;14,1;5,5;12;107;6,66;0,0292;0,089;0,0343;0,0269;10;0,1;0;46,7;0;0,2;;;20;0,01;0,01;0,12;0,1;0,1;4;0
VALUES;13038;CIQUAL;Fruits au sirop/au jus, compotes;Table Ciqual 2013;Compote de pomme;Compote de pomme;398;93,7;398;93,7;74,6;0,32;0,32;22;0,23;15,9;1,25;2;0;0;0,46;0,0236;0,00789;0,0485;0;0;0;;0,00004;0,00004;0,0172;0,002;0,00789;0,0393;0,00918;;0,00004;0,00004;0;9,8;7,16;8,8;80,5;4,44;0,0268;0,163;0,0385;0,0232;10;0,2;0;18;0;;0,533;;14;0,023;0,0273;0,08;0,042;0,027;2,33;0
VALUES;13017;CIQUAL;Fruits au sirop/au jus, compotes;Table Ciqual 2013;Goyave, appertisée;Goyave, appertisée;373;87,9;373;87,9;76,6;0,4;0,4;19,4;0,1;;;2,03;0;0;1,25;0,0309;0,0277;0,0218;0;0;0;0;0,000779;0,00364;0,0249;0,00156;0,0173;0,0043;0,0175;0;0;0;;;;;;;;;;;;0,4;;200;;;;;;;;;0,2;0,09;20;
VALUES;13022;CIQUAL;Fruits au sirop/au jus, compotes;Table Ciqual 2013;Litchi, dénoyauté, appertisé;Litchi, dénoyauté, appertisé;512;121;512;121;69;0,9;0,9;27;0,3;;;1,3;0;0;1,27;0,0594;0,072;0,0792;0;0;0;0;0;0,0006;0,042;0,0144;0;0;0;0;0;0;;3;;42;170;8;0,05;0,4;0,1;0,05;0,5;0,4;;0;;1;;;42;;0,05;;;0,8;30;
VALUES;13049;CIQUAL;Fruits au sirop/au jus, compotes;Table Ciqual 2013;Macédoine de fruits au sirop, appertisée;Macédoine de fruits au sirop, appertisée;263;61,9;263;61,9;83,9;0,277;0,277;14;0,5;13,9;0,129;0,75;0;0;0,36;0,0245;0,0278;0,0519;0;0;0;0;0;0,000415;0,0205;0,00358;0,0236;0,0405;0,00843;0;0;0;0;3,02;8,41;10,5;138;12,7;0,32;0,145;0,0861;0,0898;0,5;0,6;0;54;0;0;;;1,3;0,02;0,01;0,4;;0,03;5;
VALUES;13097;CIQUAL;Fruits au sirop/au jus, compotes;Table Ciqual 2013;Pêche, au sirop, appertisée;Pêche, au sirop, appertisée;319;75,1;319;75,1;80,6;0,357;0,357;17,6;0,05;;;0,85;0;0;0,36;0,00427;0,0148;0,0197;0;0;0;0;0;0;0,0038;0,000465;0,0148;0,0192;0,000493;0;0;0;0;3,33;5,67;12,3;108;4;0,05;0,3;0,043;0,31;0,228;1,4;0;;0;0,55;;;4,33;0,01;0,0167;0,633;0,05;0,02;7;0
VALUES;13098;CIQUAL;Fruits au sirop/au jus, compotes;Table Ciqual 2013;Poire au sirop, appertisée;Poire au sirop, appertisée;262;62;262;62;83,3;0,257;0,257;13,9;0,1;;;1,92;0;0;0,21;0,0118;0,0206;0,0389;0;0;0;;0;0;0,00958;0,00224;0,0123;0,0293;0,00966;;0;0;0;3,33;4,67;7,33;67;6;0;0,367;0,071;0,1;0,212;7;0;;0;0,5;;;1,67;0,01;0,0167;0,147;0,03;0,02;3;0
VALUES;13095;CIQUAL;Fruits au sirop/au jus, compotes;Table Ciqual 2013;Pomélo (dit Pamplemousse), au sirop;Pomélo (dit Pamplemousse), au sirop;235;55,2;235;55,2;85,4;0,56;0,56;11,7;0,1;11,8;;0,4;0;0;1,48;0,014;0,013;0,024;0;0;0;;0;0;0,012;0,001;;;;;0;0;0;12,6;6,3;10;99;22,5;0,007;0,4;0,066;0,08;;0,2;0;0;0;;0;;20,2;0,038;0,02;0,243;0,12;0,02;9;0
VALUES;13048;CIQUAL;Fruits au sirop/au jus, compotes;Table Ciqual 2013;Rhubarbe, cuite, sucrée;Rhubarbe, cuite, sucrée;554;131;554;131;65,4;0,9;0,9;29,1;0,1;28,7;;2;0;0;1,9;0,014;0,01;0,025;0;0;0;;0;0;0,012;0,001;0,01;0,0189;0,00609;;0;0;0;1;6;18;210;33;0,073;0,1;0,027;0,08;;0,3;0;44;0;;21,1;;4,65;0,03;0,023;0,2;0,05;0,02;5;0
VALUES;13000;CIQUAL;Fruits frais;Table Ciqual 2013;Abricot, frais;Abricot, frais;208;49,1;208;49,1;86,1;0,9;0,9;9,01;0,207;8,02;0;1,7;0;0;1,4;0,0193;0,113;0,052;0;0;0;0;0;0;0,0173;0,00206;0,113;0,052;0;0;0;0;0,1;2,2;8,67;16,6;237;15,6;0,16;0,32;0,066;0,139;0,01;0,29;0;1630;0;0,61;3,3;;5,45;0,0267;0,0367;0,5;0,24;0,0627;6,2;0
VALUES;13002;CIQUAL;Fruits frais;Table Ciqual 2013;Ananas, frais, pulpe;Ananas, frais, pulpe;223;52,6;223;52,6;85,8;0,4;0,4;11;0,2;9,24;0;1,52;0;0;0,72;0,0045;0,0065;0,02;0;0;0;;0;0;0,00281;0,00169;;;;;0;0;0;2,88;19,8;11;170;20,3;2,02;0,225;0,076;0,667;0,28;1,22;0;38,5;0;0,1;0,7;;12;0,08;0,03;0,3;0,16;0,101;13,5;0
VALUES;13005;CIQUAL;Fruits frais;Table Ciqual 2013;Banane, fraîche, pulpe;Banane, fraîche, pulpe;397;93,6;397;93,6;74,7;1,2;1,2;20,5;0,227;15,9;2,1;3,1;0;0;0,56;0,0616;0,0184;0,0738;0;0;0;0;0,000226;0,000636;0,0525;0,00207;0,0104;0,039;0,0263;0,000282;0;0;0,065;1;32,8;17,5;411;4,47;0,629;0,281;0,102;0,178;0,397;3,92;0;148;0;0,27;0,5;0;6,54;0,04;0,06;0,7;0,36;0,336;22,9;0
VALUES;13054;CIQUAL;Fruits frais;Table Ciqual 2013;Carambole, frais, pulpe;Carambole, frais, pulpe;114;27,3;114;27,3;91,4;0,78;0,78;2,91;0,343;2,91;;2,8;0;0;1,27;0,019;0,03;0,184;0;0;0;;0;0;0,011;0,008;;;;;0;0;0;2;10;13;149;4,67;0,037;0,353;0,137;0,12;;0,4;0;25;0;;0;;35,6;0,026;0,024;0,378;0,391;0,017;0;0
VALUES;13007;CIQUAL;Fruits frais;Table Ciqual 2013;Cassis, frais;Cassis, frais;307;73,2;307;73,2;77,4;0,9;0,9;10,4;0,5;6,6;0;7,8;0;0;2,63;0,093;0,0473;0,303;0;0;0;;0;0;0,0834;0,00957;0,0473;0,202;0,101;0;0;0;0,03;3;17;43;370;60;0,3;1,3;0,14;0,3;1,1;1,35;0;100;0;1;;;200;0,03;0,06;0,3;0,4;0,08;12,1;0
VALUES;13008;CIQUAL;Fruits frais;Table Ciqual 2013;Cerise, fraîche;Cerise, fraîche;300;70,8;300;70,8;81,2;1,3;1,3;14,2;0,3;12,4;0;1,6;0;0;0,95;0,043;0,0567;0,0613;0;0;0;0;0;0,000804;0,0317;0,0104;0,0567;0,0313;0,0301;0;0;0;0,03;5,2;13;20,2;217;15,4;0,0803;0,246;0,0814;0,072;0,04;1,37;0;76;0;0,15;2,1;;9,33;0,0273;0,031;0,285;0,23;0,0447;34;0
VALUES;13067;CIQUAL;Fruits frais;Table Ciqual 2013;Citron vert ou Lime, frais, pulpe;Citron vert ou Lime, frais, pulpe;153;36,2;153;36,2;88,3;0,7;0,7;2,82;0,2;1,69;;2,8;0;0;4,9;0,023;0,02;0,058;0;0;0;0;0;0,000667;0,021;0,001;0,018;0,038;0,02;0;0;0;0;2;6,67;18;102;33;0,008;0,6;0,065;0,11;;0,8;0;30;0;;0,6;;31,7;0,03;0,02;0,2;0,217;0,043;26;0
VALUES;13009;CIQUAL;Fruits frais;Table Ciqual 2013;Citron, frais, pulpe;Citron, frais, pulpe;146;34,3;146;34,3;89,2;0,8;0,8;2,45;0,3;2,2;0;2;0;0;4,88;0,0871;0,022;0,179;0;0;0;0;0;0,00152;0,081;0,00455;0,022;0,127;0,0523;0;0;0;0;3;8,93;15,5;149;18;0,0154;0,4;0,0335;0,1;4,9;0,93;0;3;0;0,8;0;;53;0,05;0,02;0,2;0,19;0,08;11;0
VALUES;13125;CIQUAL;Fruits frais;Table Ciqual 2013;Citron, zeste;Citron, zeste;211;50,6;211;50,6;81,6;1,5;1,5;2,49;0,3;2,49;0;8,63;0;0;4,88;0,0413;0,038;0,0937;0;0;0;0;0;0,000667;0,0375;0,002;0,011;0,0661;0,0275;0;0;0;0;6;15;12;160;171;;0,867;0,092;0,175;7;;0;18,5;0;0,19;0;;129;0,06;0,08;0,4;0,319;0,171;12;0
VALUES;13024;CIQUAL;Fruits frais;Table Ciqual 2013;Clémentine ou Mandarine, fraîche, pulpe;Clémentine ou Mandarine, fraîche, pulpe;205;48,5;205;48,5;86,6;0,8;0,8;9,19;0,19;9,19;;1,7;0;0;1,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,83;6,46;12,4;23;154;25,2;0,0179;0,0896;0,0354;0,0594;10;6,7;;58;;0,1;;;18,7;0,09;0,05;0,15;0,2;0,05;26,7;0
VALUES;13010;CIQUAL;Fruits frais;Table Ciqual 2013;Coing, frais;Coing, frais;243;57,7;243;57,7;84;0,367;0,367;11,2;0,4;6,3;0;3,23;0;0;0,46;0,039;0,141;0,195;0;0;0;0;0;0;0,006;0,0015;0,027;0,036;0;0;0;0;0;3,67;8;16;198;8,67;;0,5;0,13;0,27;;0,4;0;0;0;0,55;;;14,7;0,02;0,03;0,367;0,081;0,04;3;0
VALUES;13998;CIQUAL;Fruits frais;Table Ciqual 2013;Coulis de fruits rouges (framboises, fraises, groseilles, cassis);Coulis de fruits rouges (framboises, fraises, groseilles, cassis);380;90,1;380;90,1;75;0,94;0,94;17,5;0,475;17,4;0;4,45;0;0;1,06;0,0546;0,045;0,202;0;0;0;0;0,000697;0,000606;0,0462;0,00712;0,045;0,109;0,0748;0;0;0;0;1,9;14,5;26,8;204;25,6;0,32;0,71;0,074;0,195;0,3;1;0;44;0;0,445;;;60,9;0,024;0,067;0,325;0,215;0,055;34,5;0
VALUES;13063;CIQUAL;Fruits frais;Table Ciqual 2013;Figue de Barbarie, pulpe et graines;Figue de Barbarie, pulpe et graines;230;54,7;230;54,7;83;0,75;0,75;10,1;0,3;10,1;0;4,3;0;0;;0,01;0,01;0,04;;;;;;;;;;;;;;;0;5;85;24,5;229;43;;0,35;;0,7;;1,5;0;60;0;0,01;;;8;0,012;0,045;0,48;;0,08;8;0
VALUES;13012;CIQUAL;Fruits frais;Table Ciqual 2013;Figue, fraîche;Figue, fraîche;283;66,8;283;66,8;81,8;1,3;1,3;13,4;0,3;12,3;0;2,3;0;0;0,25;0,049;0,0523;0,119;0;0;0;0;0;0,00124;0,038;0,00974;0,051;0,112;0;0;0;0;0;3;15;15;200;38;0,1;0,3;0,06;0,3;0;1,5;0;87,5;0;0,635;4,7;;2;0,03;0,03;0,4;0,22;0,08;7,33;0
VALUES;13014;CIQUAL;Fruits frais;Table Ciqual 2013;Fraise, fraîche;Fraise, fraîche;120;28,5;120;28,5;91,6;0,75;0,75;4,06;0,26;4,05;0,0159;1,87;0;0;1,05;0,0453;0,0427;0,162;0;0;0;;0,00249;0,00216;0,038;0,0027;0,0427;0,0619;0,036;0;0;0;0,21;2,64;13;23,6;165;14,9;0,304;0,273;0,0342;0,113;0,22;4,98;0;3,5;0;0,2;11,1;;67;0,03;0,03;0,6;0,34;0,06;43;0
VALUES;13015;CIQUAL;Fruits frais;Table Ciqual 2013;Framboise, fraîche;Framboise, fraîche;188;45,1;188;45,1;84,7;1,4;1,4;4,25;0,3;4,25;0;6,7;0;0;2,12;0,021;0,0334;0,234;0;0;0;;0;0;0,0178;0,00322;0,0334;0,126;0,107;0;0;0;0,04;3,45;22,4;24,4;201;20,6;0,455;0,715;0,11;0,34;0,744;0,5;0;45;0;0,48;7,8;;25,1;0,03;0,152;0,5;0,284;0,06;36,5;0
VALUES;13016;CIQUAL;Fruits frais;Table Ciqual 2013;Fruit de la passion, frais, pulpe et pépins;Fruit de la passion, frais, pulpe et pépins;353;84,3;353;84,3;72,9;2,2;2,2;9,48;0,7;9,48;;10,4;0;0;3,5;0,059;0,086;0,411;0;0;0;;0;0;0,045;0,014;;;;;0;0;0;28;26,7;67,1;348;10,4;;1,6;0,086;0,1;;0,9;0;743;0;;0,7;;30;0;0,13;1,5;;0,1;14;0
VALUES;13997;CIQUAL;Fruits frais;Table Ciqual 2013;Fruits rouges, frais (framboises, fraises, groseilles, cassis);Fruits rouges, frais (framboises, fraises, groseilles, cassis);196;46,8;196;46,8;85,7;1,11;1,11;5,3;0,626;5,23;0,0127;4,6;0;0;2,12;0,05;0,0448;0,21;0;0;0;0;0,000746;0,000649;0,0423;0,00622;0,0417;0,105;0,0708;0;0;0;0;1,84;16,8;32,6;225;27,1;0,415;0,809;0,0877;0,223;0,35;1,15;0;49,5;0;0,667;;;67,9;0,0315;0,0845;0,378;0,211;0,0636;37,6;0
VALUES;13018;CIQUAL;Fruits frais;Table Ciqual 2013;Grenade, fraîche, pulpe et pépins;Grenade, fraîche, pulpe et pépins;301;71,1;301;71,1;81;1,06;1,06;13,6;0,557;13,6;0;2,27;0;0;0,97;0,075;0,0615;0,0595;0;0;0;;0,00385;0,00192;0,0449;0,0244;;;;;0;0;0;4,33;7,5;18;262;4,33;0,119;0,3;0,114;0,375;;0,9;0;0;0;0,55;16,4;;8,1;0,0623;0,0577;0,264;0,486;0,163;22;0
VALUES;13020;CIQUAL;Fruits frais;Table Ciqual 2013;Groseille à maquereau, fraîche;Groseille à maquereau, fraîche;169;40,3;169;40,3;87,9;0,893;0,893;4,83;0,593;;;3,93;0;0;1,4;0,058;0,0585;0,306;0;0;0;0;0;0;0,0445;0,0105;0,0585;0,174;0,122;0;0;0;0;1,5;9;25,9;187;25,5;0,157;0,34;0,063;0,14;0,068;0,3;0;;0;1;;;29,5;0,0303;0,0283;0,283;0,286;0,0475;8,85;0
VALUES;13019;CIQUAL;Fruits frais;Table Ciqual 2013;Groseille, fraîche;Groseille, fraîche;232;55,4;232;55,4;82,4;1,1;1,1;6,14;0,5;5,39;0;7,4;0;0;2,38;0,132;0,101;0,265;0;0;0;0;0;0;0,107;0,0246;0,101;0,149;0,116;0;0;0;0,06;2;13;30;280;36;0,2;1,2;0,12;0,2;0;1,05;0;25;0;0,1;11;;40;0,04;0,0433;0,1;0,06;0,05;15;0
VALUES;13066;CIQUAL;Fruits frais;Table Ciqual 2013;Kaki, frais, pulpe;Kaki, frais, pulpe;285;67,7;285;67,7;81;0,627;0,627;13,7;0,263;13,7;0;4;0;0;;0,025;0,0485;0,0565;0;0;0;;0;0,0005;0,016;0,003;;;;;0;0;0;5;10;16,7;180;11,3;0,355;0,2;0,113;0,0873;;0,8;0;838;0;1,2;2,6;;12,7;0,0267;0,0233;0,167;;0,0767;25;0
VALUES;13021;CIQUAL;Fruits frais;Table Ciqual 2013;Kiwi, frais, pulpe et graines;Kiwi, frais, pulpe et graines;243;57,7;243;57,7;84,1;1,1;1,1;9,37;0,725;9,1;0,268;2,4;0;0;1,49;0,0345;0,0485;0,308;0;0;0;;0;0;0,017;0,012;;;;;0;0;0,01;3,1;12,2;47,1;270;26,6;0,0704;0,282;0,172;0,0958;10;1,1;0;44,5;0;1,2;40,3;;92,7;0,01;0,03;0,32;0,183;0,106;36,5;0
VALUES;13023;CIQUAL;Fruits frais;Table Ciqual 2013;Litchi, frais, pulpe;Litchi, frais, pulpe;294;69,4;294;69,4;81,8;0,815;0,815;14;0,42;14;;1,3;0;0;1,27;0,099;0,12;0,132;0;0;0;;0;0,001;0,07;0,024;;;;;0;0;0;1;10;31;171;5;0,055;0,31;0,148;0,07;;0,8;0;0;0;;0,4;;71,5;0,011;0,065;0,603;;0,1;70;0
VALUES;13025;CIQUAL;Fruits frais;Table Ciqual 2013;Mangue, fraîche, pulpe;Mangue, fraîche, pulpe;269;63,5;269;63,5;83,1;0,7;0,7;13,6;0,2;13,1;0,3;1,76;0;0;0,34;0,0582;0,0882;0,0456;0;0;0;0;0,000873;0,00582;0,0486;0,00291;0,0882;0,0126;0,033;0;0;0;0;2;13;16;180;12;0,3;0,7;0,12;0,1;0,6;1,14;0;1220;0;1,05;4,2;;37;0,04;0,05;0,5;0,16;0,13;31;0
VALUES;13026;CIQUAL;Fruits frais;Table Ciqual 2013;Melon, frais, pulpe;Melon, frais, pulpe;136;32,1;136;32,1;91,1;0,71;0,71;6,49;0,148;5,94;0;0,85;0;0;0,08;0,0465;0,0175;0,0632;0;0;0;;0,00132;0,00066;0,0373;0,00726;0,0175;0,0233;0,034;0;0;0;0,05;11,4;17,6;12,3;329;11,4;0,0415;0,167;0,041;0,162;0,2;0,52;0;1060;0;0,113;2,63;;11,1;0,0433;0,0167;0,576;0,0975;0,088;98;0
VALUES;13027;CIQUAL;Fruits frais;Table Ciqual 2013;Mirabelle, fraîche;Mirabelle, fraîche;262;61,8;262;61,8;82,7;0,72;0,72;12,4;0,2;;;2,3;0;0;1,27;0,00439;0,00083;0,00921;0;0;0,00042;0,00000261;0,00000412;0,0000323;0,0034;0,000537;0,000396;0,0077;0,00152;0;0;0;;;;;;;0,09;;0,08;0,1;0,14;1;;200;;;;;;;;;;;;
VALUES;13029;CIQUAL;Fruits frais;Table Ciqual 2013;Mûre (de ronce), fraîche;Mûre (de ronce), fraîche;190;45,4;190;45,4;85;0,9;0,9;6,02;0,2;5,1;0;6,6;0;0;0,9;0,007;0,0235;0,14;0;0;0;;0;0;0,0056;0,0014;0,0235;0,0476;0,0277;0;0;0;0;2;23;31;160;41;1,4;0,7;0,11;0,2;0;0,4;0;114;0;2,37;19,8;;15;0,02;0,05;0,5;0,25;0,05;34;0
VALUES;13071;CIQUAL;Fruits frais;Table Ciqual 2013;Mûre noire (du mûrier), fraîche;Mûre noire (du mûrier), fraîche;209;49,4;209;49,4;86,3;1,37;1,37;9,7;0,195;8,1;0;1,7;0;0;;0,0135;0,0205;0,103;0;0;0;;0;0;0,00312;0,0104;0,0205;0,0464;0,027;0;0;0;0;6;18;43;227;37,5;1,1;1,72;0,06;0,16;;0,4;0;4,5;0;0,55;7,8;;23,2;0,0395;0,0705;0,51;0,26;0,055;19,5;0
VALUES;13028;CIQUAL;Fruits frais;Table Ciqual 2013;Myrtille, fraîche;Myrtille, fraîche;255;60,2;255;60,2;83,4;0,647;0,647;11,6;0,243;7,92;0,015;2,47;0;0;1,37;0,024;0,0385;0,118;0;0;0;;0;0;0,017;0,005;;;;;0;0;0,02;2,33;5,5;13,3;84,3;10;0,318;0,427;0,0685;0,187;0;0,5;0;31;0;1;19,3;;14,6;0,0323;0,0337;0,406;0,187;0,0507;6;0
VALUES;13030;CIQUAL;Fruits frais;Table Ciqual 2013;Nectarine, fraîche, pulpe et peau;Nectarine, fraîche, pulpe et peau;180;42,6;180;42,6;87,8;1,4;1,4;7,69;0,1;7,62;0,065;2,12;0;0;0,36;0,0106;0,0374;0,048;0;0;0;0;0;0;0,00977;0,00085;0,0374;0,0468;0,0012;0;0;0;0;1,84;9,06;20,1;168;4,85;0,0671;0,285;0,0756;0,17;0,09;1,42;0;150;0;1,15;2,2;;20,3;0,02;0,04;0,6;0,16;0,03;20;0
VALUES;13564;CIQUAL;Fruits frais;Table Ciqual 2013;Nèfle du Japon, fraîche, pulpe;Nèfle du Japon, fraîche, pulpe;235;55,7;235;55,7;85;0,41;0,41;12;0,267;6,1;0;1,83;0;0;;0,0533;0,012;0,121;0;0;0;0;0,001;0,000667;0,032;0,004;0,008;0,078;0,013;0;0;0;0;2,67;13;21,7;261;16;0,148;0,287;0,04;0,0667;;0,8;0;162;0;0,89;;;4,33;0,026;0,0327;0,253;;0,1;14;0
